"X", "Y", "Z", "TimeStep0 - u", "TimeStep0 - v"
0.0, 0.0, 0.0, 7.785447155144656e-14, 1.124448488759473e-14
1.0, 0.0, 0.0, 1.177922485443133e-13, 1.4505317067407106e-13
1.0, 1.0, 0.0, 4.206596249017109e-14, -0.0008913946534181914
0.0, 1.0, 0.0, -4.263668212872749e-18, -0.000891245677134637
0.1249999999999998, 0.0, 0.0, -3.313091203889685e-07, 1.1067460991616685e-14
0.2499999999999998, 0.0, 0.0, 4.7267092334249324e-07, -3.909688380183778e-13
0.3749999999999994, 0.0, 0.0, 2.2109060839400504e-07, -1.5690049089253078e-13
0.4999999999999988, 0.0, 0.0, 3.576895036404538e-07, 2.963306142348734e-15
0.6249999999999988, 0.0, 0.0, -2.9711136108804453e-07, 2.973139356503304e-14
0.7499999999999991, 0.0, 0.0, -5.889940587418734e-07, -5.185912435409024e-14
0.8749999999999994, 0.0, 0.0, 2.930970216328636e-07, -1.4832607109682874e-13
1.0, 0.1249999999999998, 0.0, -2.967746551743513e-14, -0.00020131184988124665
1.0, 0.2499999999999998, 0.0, -4.412885801045745e-14, -0.00037722974714616663
1.0, 0.3749999999999994, 0.0, -4.1465428357676686e-14, -0.0005282281654089217
1.0, 0.4999999999999988, 0.0, 2.4691605394905307e-15, -0.0006518542810374586
1.0, 0.6249999999999988, 0.0, 7.691006499624556e-14, -0.0007511791156037068
1.0, 0.7499999999999991, 0.0, -1.3372473173117407e-13, -0.0008224884299276482
1.0, 0.8749999999999994, 0.0, 2.3240702788479987e-13, -0.000869295762786788
0.8750000000000001, 1.0, 0.0, -1.233379891849682e-07, -0.0008894434313189807
0.7500000000000002, 1.0, 0.0, 1.7542180505690428e-07, -0.0008893460582682562
0.6250000000000007, 1.0, 0.0, 1.5090358110768526e-07, -0.0008916500945947899
0.5000000000000011, 1.0, 0.0, 3.4138345921100655e-07, -0.0008898372517447933
0.3750000000000012, 1.0, 0.0, -1.4860814738050923e-07, -0.0008915485304794821
0.2500000000000009, 1.0, 0.0, -2.1249450271627538e-07, -0.0008892566271659243
0.1250000000000006, 1.0, 0.0, 1.5116074582708994e-07, -0.0008893478418086332
0.0, 0.8750000000000001, 0.0, 2.9944503050448567e-18, -0.0008691135538443572
0.0, 0.7500000000000002, 0.0, -5.8096063797990346e-18, -0.0008221985283440568
0.0, 0.6250000000000007, 0.0, -2.286830534103544e-16, -0.0007506376432315978
0.0, 0.5000000000000011, 0.0, 1.663138573930959e-14, -0.0006517562044669229
0.0, 0.3750000000000012, 0.0, -2.250984751858642e-13, -0.0005285642993603934
0.0, 0.2500000000000009, 0.0, 2.177492603212628e-13, -0.0003773293634697694
0.0, 0.1250000000000006, 0.0, -2.9746205213591033e-14, -0.00020132548065876287
0.5, 0.5, 0.0, 3.212010794158654e-07, -0.0006514947770731912
0.3094457306499762, 0.6903548273853292, 0.0, 5.576523850026172e-08, -0.0007911533606099414
0.3096451726146708, 0.3094457306499762, 0.0, -5.4201268413625904e-08, -0.000452119114560343
0.6903548273853292, 0.6905542693500238, 0.0, 5.31082522731337e-09, -0.0007912922121861953
0.6905542693500238, 0.3096451726146708, 0.0, 1.7456692612169394e-07, -0.00045226388077926463
0.7870200245293708, 0.4958540387484225, 0.0, 2.3297382010453722e-07, -0.0006492543194689166
0.4958540387484225, 0.2129799754706293, 0.0, 1.3002050567460637e-07, -0.0003293314893902966
0.5041459612515775, 0.7870200245293708, 0.0, 1.1419811275959203e-07, -0.0008406149469142461
0.2129799754706292, 0.5041459612515775, 0.0, 1.6724604095068678e-07, -0.0006564404529651315
0.168067989836537, 0.170096197719966, 0.0, 7.724943241184276e-08, -0.00026914295813232467
0.829903802280034, 0.168067989836537, 0.0, -1.2006879442261688e-07, -0.0002662462904024498
0.8319320101634631, 0.829903802280034, 0.0, 6.727289288683508e-08, -0.0008562596772472042
0.170096197719966, 0.8319320101634631, 0.0, -7.460756778052091e-08, -0.0008568831784154255
0.5684523809523809, 0.3601190476190476, 0.0, 1.2936127436097403e-07, -0.0005117645856607274
0.3718801869795136, 0.4452311071573984, 0.0, 3.691987603611231e-07, -0.00060134259911965
0.6489414059339932, 0.5627627289836469, 0.0, 2.9127973540097713e-07, -0.0007053541667177348
0.4372372710163531, 0.6489414059339932, 0.0, 1.4488827834789263e-07, -0.0007668031775889002
0.8463289161818575, 0.360765460030166, 0.0, -2.7316836154467997e-07, -0.0005123111378339645
0.360765460030166, 0.1536710838181425, 0.0, -2.7035420678731384e-07, -0.0002444155609223386
0.6340415298052104, 0.1522137849131768, 0.0, 1.322634972682843e-07, -0.00024199280244881175
0.1522137849131768, 0.3659584701947896, 0.0, 2.7159308274221422e-08, -0.000517765882504813
0.639234539969834, 0.8463289161818575, 0.0, -1.8346648397447428e-07, -0.0008612555098980578
0.1536710838181425, 0.639234539969834, 0.0, -3.179417652381281e-07, -0.0007600543611394109
0.8477862150868232, 0.6340415298052104, 0.0, 5.799649824596574e-08, -0.0007564510648354789
0.3659584701947896, 0.8477862150868232, 0.0, 9.613782435496835e-08, -0.0008616019821496104
0.4390206768287738, 0.3324949942653595, 0.0, -8.37827907804081e-07, -0.00047921626896519726
0.3346896565493225, 0.5663431380398432, 0.0, -4.423775812065395e-07, -0.0007079657339091478
0.6684574910078643, 0.4318240817511815, 0.0, -3.1535226829265036e-07, -0.0005878633396339413
0.5692545436717995, 0.6677801514877769, 0.0, -4.660270986201031e-07, -0.0007778541170424104
0.5347001149002131, 0.1026555199681661, 0.0, -3.4827505699650187e-07, -0.00016744596231499433
0.8973444800318339, 0.5347001149002131, 0.0, -4.788143226095055e-07, -0.0006818955199043748
0.1026555199681661, 0.4652998850997869, 0.0, -4.967508552707504e-07, -0.0006200233601560837
0.4652998850997869, 0.8973444800318339, 0.0, -2.3461831574256466e-07, -0.0008751693269709847
0.9006272203244956, 0.2652888935257233, 0.0, 1.517283023349449e-07, -0.0003981684912203755
0.7347111064742766, 0.9006272203244956, 0.0, 3.1345143126083834e-07, -0.0008760079721837869
0.2652888935257233, 0.09937277967550429, 0.0, 9.167088300652987e-08, -0.0001630081969727607
0.09937277967550434, 0.7347111064742766, 0.0, 1.636629949267566e-07, -0.0008158572944828887
0.1012532095294205, 0.2676497139847613, 0.0, -4.940274464709398e-08, -0.0004011290614038051
0.7323502860152388, 0.1012532095294205, 0.0, -1.5353447330806345e-07, -0.0001658408213105327
0.8987467904705795, 0.7323502860152387, 0.0, -5.8183715679237426e-08, -0.0008148201661591137
0.2676497139847613, 0.8987467904705795, 0.0, -2.968462729446772e-07, -0.0008754909566466997
0.7464106156596854, 0.6075037733282874, 0.0, -5.214163849254314e-07, -0.0007378209227758645
0.6077999859464015, 0.2540610864203355, 0.0, -5.772040410121862e-07, -0.0003822731181267654
0.3924962266717126, 0.7464106156596854, 0.0, -5.185386635847788e-07, -0.0008207858970582034
0.256571859513036, 0.3970992243051066, 0.0, -6.297523147345586e-07, -0.0005511788097336574
0.9130406007001886, 0.4413078654152227, 0.0, 4.323058588808776e-07, -0.0005970754487023035
0.4413078654152227, 0.08695939929981145, 0.0, 2.167781327313347e-07, -0.00014324016169074572
0.5586921345847773, 0.9130406007001886, 0.0, 4.808691055922514e-08, -0.0008790283370089804
0.08695939929981145, 0.5586921345847773, 0.0, 4.0021976202476846e-07, -0.0007014493392064455
0.2520185290470375, 0.6151704300181644, 0.0, 3.5132632734542123e-07, -0.0007431358908620568
0.3848295699818356, 0.2520185290470375, 0.0, 3.2328647260693674e-07, -0.0003800294727474051
0.6151704300181644, 0.7479814709529624, 0.0, 4.321595979318318e-07, -0.0008215527123587541
0.7479814709529624, 0.3848295699818356, 0.0, 4.028416896836036e-07, -0.0005381708780438198
0.9028848755411255, 0.09711512445887438, 0.0, -8.100145813980787e-09, -0.0001594551519149326
0.09711512445887432, 0.09711512445887438, 0.0, -1.380192340663672e-09, -0.00015945330533153568
0.9028848755411256, 0.9028848755411255, 0.0, -1.8951791970939175e-07, -0.0008765884016819587
0.09711512445887449, 0.9028848755411256, 0.0, 2.206944530373296e-07, -0.0008764557970317927
0.2108164384635385, 0.718621421104667, 0.0, -1.4234916848249241e-07, -0.0008071834008969045
0.281378578895333, 0.2108164384635385, 0.0, -6.539704039914436e-08, -0.0003253516597841055
0.718621421104667, 0.7891835615364615, 0.0, 7.056832903293736e-08, -0.0008401323677770667
0.7891835615364615, 0.281378578895333, 0.0, -7.485631916750942e-08, -0.00041810592296472683
0.7945346435836813, 0.716755271892906, 0.0, 1.8704042668021163e-07, -0.0008062643304727711
0.7167804600407048, 0.2055054671374089, 0.0, -1.5029694402382775e-11, -0.00031793422363398527
0.2081368005978013, 0.2849728713104272, 0.0, 1.781485252086993e-07, -0.00042257835046744126
0.2832447281070939, 0.7945346435836813, 0.0, -5.151475744311381e-08, -0.0008422122251263216
0.5436119238508699, 0.5721587804324162, 0.0, 3.3836102211948715e-07, -0.0007115811190777265
0.4247051696784908, 0.5498430566917032, 0.0, 3.651277081058024e-07, -0.0006938446047610796
0.4931575506308717, 0.4099621043107508, 0.0, 5.793496144895365e-07, -0.0005647461331825852
0.5704367920626633, 0.4728044571828405, 0.0, 1.8429801398537852e-07, -0.00062730293458713
0.926683179629131, 0.1810944015642268, 0.0, -7.522791970045571e-08, -0.0002837890877124594
0.8189055984357732, 0.926683179629131, 0.0, 5.3811945202589985e-09, -0.0008808519461210643
0.07331682037086895, 0.8189055984357732, 0.0, 5.47387084479735e-09, -0.0008513772901187104
0.1810944015642268, 0.07331682037086895, 0.0, 1.6645811918738182e-08, -0.0001218038948760103
0.9267127352350336, 0.8180277927672793, 0.0, 2.6902604857172258e-08, -0.0008512309076572785
0.07328726476496639, 0.1819722072327206, 0.0, 9.761746659589497e-08, -0.00028503295401487253
0.1819722072327207, 0.9267127352350336, 0.0, 1.931936584929313e-08, -0.0008807818169239886
0.8180277927672794, 0.07328726476496639, 0.0, -6.808423761692715e-08, -0.00012176501290752018
